Company,Company Description,Market Cap,Stock Price,PE Ratio,EPS,Market Cap Real
220) Consolidated Edison (ED),"Consolidated Edison, Inc. (Con Edison), incorporated on September 3, 1997, is a holding company. The Company operates through its subsidiaries, which include Consolidated Edison Company of New York, Inc. (CECONY), ...See Company Profile ...Dividend History ...List of ETFs holding ED",$26.68,$79.77,17.69,3.99,"$26,680,000,000"
221) Motorola (MSI),"Motorola Solutions, Inc. provides mission-critical communication solutions the United States, the United Kingdom, Canada, and internationally. The company operates in two segments, Products and Systems Integrat...See Company Profile ...Dividend History ...List of ETFs holding MSI",$26.64,$156.91,18.2,4.81,"$26,640,000,000"
222) Fortive (FTV),"Fortive Corporation, incorporated on November 10, 2015, is a diversified industrial growth company. The Company designs, develops, manufactures and markets professional and engineered products, software and services for a range ...See Company Profile ...Dividend History ...List of ETFs holding FTV",$26.46,$77.40,20.86,1.48,"$26,460,000,000"
223) Hormel Foods (HRL),"Hormel Foods Corporation produces and markets various meat and food products in the United States and internationally. The company operates through five segments: Grocery Products, Refrigerated Foods,...See Company Profile ...Dividend History ...List of ETFs holding HRL",$26.45,$49.02,26.93,1.7,"$26,450,000,000"
224) Clorox (CLX),"The Clorox Company, incorporated on September 5, 1986, is a manufacturer and marketer of consumer and professional products. The Company sells its products primarily through mass retail outlets, e-commerce channels, ...See Company Profile ...Dividend History ...List of ETFs holding CLX",$26.41,$209.22,26.48,7.36,"$26,410,000,000"
225) Kroger (KR),"The Kroger Co. (Kroger), incorporated on April 3, 1902, manufactures and processes food for sale in its supermarkets. The Company operates supermarkets, multi-department stores, jewelry stores and convenience stores throughout ...See Company Profile ...Dividend History ...List of ETFs holding KR",$26.38,$34.07,12.57,3.26,"$26,380,000,000"
226) TransDigm (TDG),"TransDigm Group Incorporated, incorporated on July 8, 2003, is a global designer, producer and supplier of engineered aircraft components for commercial and military aircraft in service. The Company operates through ...See Company Profile ...Dividend History ...List of ETFs holding TDG",$26.32,$485.58,40.98,12.12,"$26,320,000,000"
227) Stanley Black and Decker (SWK),"Stanley Black & Decker, Inc. provides tools and storage, engineered fastening and infrastructure, and security solutions worldwide. The company's Tools & Storage segment offers professional products, ...See Company Profile ...Dividend History ...List of ETFs holding SWK",$26.32,$164.81,18.48,5.24,"$26,320,000,000"
228) AFLAC (AFL),"Aflac Incorporated, incorporated on April 27, 1973, is a business holding company. The Company is involved in supplemental health and life insurance, which is marketed and administered through its subsidiary, ...See Company Profile ...Dividend History ...List of ETFs holding AFL",$26.29,$36.88,8.21,4,"$26,290,000,000"
229) HP (HPQ),"HP Inc., incorporated on February 11, 1998, is a provider of products, technologies, software, solutions and services to individual consumers, small- and medium-sized businesses (SMBs), and large enterprises, including customers ...See Company Profile ...Dividend History ...List of ETFs holding HPQ",$26.22,$19.09,8.12,1.77,"$26,220,000,000"
230) Microchip (MCHP),"Microchip Technology Incorporated, incorporated on February 14, 1989, is engaged in developing, manufacturing and selling specialized semiconductor products used by its customers for a range of embedded control applications. The ...See Company Profile ...Dividend History ...List of ETFs holding MCHP",$26.19,$103.76,15.56,2.51,"$26,190,000,000"
231) Archer-Daniels-Midland (ADM),"Archer-Daniels-Midland Company, incorporated on May 2, 1923, is a processor of oilseeds, corn, wheat, cocoa and other agricultural commodities. The Company manufactures protein meal, vegetable oil, corn sweeteners, flour, biodiesel, ...See Company Profile ...Dividend History ...List of ETFs holding ADM",$25.97,$46.74,13.79,3.14,"$25,970,000,000"
232) Rockwell Automation (ROK),"Rockwell Automation, Inc. (Rockwell Automation), incorporated on August 29, 1996, is a provider of industrial automation power, control and information solutions for manufacturers. The Company operates through two segments: Architecture ...See Company Profile ...Dividend History ...List of ETFs holding ROK",$25.91,$223.43,28.03,6.58,"$25,910,000,000"
233) McCormick (MKC),"McCormick & Company, Incorporated, incorporated on November 30, 1915, is engaged in manufacturing, marketing and distributing spices, seasoning mixes, condiments and other flavorful products to the food industry, including retailers, ...See Company Profile ...Dividend History ...List of ETFs holding MKC",$25.72,$192.84,34.62,5.65,"$25,720,000,000"
234) Lennar (LEN),"Lennar Corporation, incorporated on September 6, 1991, is a provider of real estate related financial services, commercial real estate, investment management and finance company. The Company is a homebuilder that ...See Company Profile ...Dividend History ...List of ETFs holding LEN",$25.56,$83.86,10.47,7.16,"$25,560,000,000"
235) Fastenal (FAST),"Fastenal Company, incorporated on December 24, 1968, is engaged in wholesale distribution of industrial and construction supplies. The Company is engaged in fastener distribution, and non-fastener maintenance and supply business. ...See Company Profile ...Dividend History ...List of ETFs holding FAST",$25.55,$44.54,28.55,1.45,"$25,550,000,000"
236) Copart (CPRT),"Copart, Inc. provides online auctions and vehicle remarketing services. It offers a range of services for processing and selling vehicles over the Internet through its Virtual Bidding Third Generation...See Company Profile ...Dividend History ...List of ETFs holding CPRT",$25.33,$107.34,32.93,2.93,"$25,330,000,000"
237) Aptiv PLC (APTV),"Aptiv PLC, formerly Delphi Automotive PLC, incorporated on May 19, 2011, is a global technology company serving the automotive sector. The Company designs and manufactures vehicle components, and provides electrical and electronic and active safety technology solutions to the global automotive and commercial vehicle markets. ...Dividend History ...List of ETFs holding APTV",$25.26,$93.56,26.35,6.53,"$25,260,000,000"
238) Prudential Financial (PRU),"Prudential Financial, Inc., incorporated in 1999, is a financial services company. The Company, through its subsidiaries and affiliates, offers a range of financial products and services, which includes life insurance, ...See Company Profile ...Dividend History ...List of ETFs holding PRU",$25.23,$63.88,5.5,-0.43,"$25,230,000,000"
239) Xilinx (XLNX),"Xilinx, Inc. (Xilinx), incorporated on February 5, 1990, is engaged in designing and developing programmable devices and associated technologies. The Companys programmable devices and associated technologies include integrated circuits (ICs) ...See Company Profile ...Dividend History ...List of ETFs holding XLNX",$25.06,$102.59,30.44,2.56,"$25,060,000,000"
240) Corning (GLW),"Corning Incorporated (Corning), incorporated on December 24, 1936, is engaged in manufacturing specialty glass and ceramics. The Companys segments include Display Technologies, Optical Communications, Environmental Technologies, Specialty Materials, Life Sciences ...See Company Profile ...Dividend History ...List of ETFs holding GLW",$24.99,$32.81,18.23,0.14,"$24,990,000,000"
241) Align Technology (ALGN),"Align Technology, Inc., incorporated on April 3, 1997, designs, manufactures and markets a system of clear aligner therapy, intra-oral scanners and computer-aided design/computer-aided manufacturing (CAD/CAM) digital services used in dentistry, ...See Company Profile ...Dividend History ...List of ETFs holding ALGN",$24.81,$314.89,46.44,21.47,"$24,810,000,000"
242) Skyworks (SWKS),"Skyworks Solutions Inc., incorporated on June 10, 2002, designs, develops, manufactures and markets semiconductor products, including intellectual property. The Companys analog semiconductors connect people, places, and things, spanning various unimagined ...See Company Profile ...Dividend History ...List of ETFs holding SWKS",$24.53,$146.83,21.07,4.55,"$24,530,000,000"
243) Alexion Pharma (ALXN),"Alexion Pharmaceuticals, Inc., incorporated on January 28, 1992, is a biopharmaceutical company. The Company is focused on the development and commercialization of therapeutic products. The Companys products include Soliris (eculizumab), ...See Company Profile ...Dividend History ...List of ETFs holding ALXN",$24.45,$111.55,9.14,3.81,"$24,450,000,000"
244) Hilton Worldwide (HLT),"Hilton Worldwide Holdings Inc., incorporated on March 18, 2010, is a hospitality company. The Company is engaged in owning, leasing, managing and franchising hotels and resorts. The Companys segments include ...See Company Profile ...Dividend History ...List of ETFs holding HLT",$24.39,$87.96,36.35,0.18,"$24,390,000,000"
245) American International (AIG),"American International Group, Inc. (AIG), incorporated on June 9, 1967, is a global insurance company. The Company provides a range of property casualty insurance, life insurance, retirement products and other ...See Company Profile ...Dividend History ...List of ETFs holding AIG",$24.31,$28.22,6.55,-5.29,"$24,310,000,000"
246) ResMed (RMD),"ResMed Inc., incorporated on March 31, 1994, is a holding company. The Company is engaged in the development, manufacturing, distribution and marketing of medical devices and cloud-based software applications that ...See Company Profile ...Dividend History ...List of ETFs holding RMD",$24.27,$167.50,31.66,4.27,"$24,270,000,000"
247) Welltower (WELL),"Welltower Inc. is a real estate investment trust that mostly invests in seniors housing, assisted living and memory care communities, post-acute care facilities, and medical office buildings. It also owns ...Dividend History ...List of ETFs holding WELL",$24.18,$57.94,61.64,3.16,"$24,180,000,000"
